"sample_cycle","observed_at_local","test_name","condition_phase","basket_id","emitter_location","placement_label","script_start","planned_water_start","planned_water_end","planned_water_duration_s","device_name","ip","role","expected_device_id","device_id","device_id_match","dht_sensor_id","moisture_sensor_id","device_timestamp","temperature_f","humidity_percent","moisture_index","soil_raw_adc","watering","last_watered_time","last_watering_duration","visual_note","holdall_moisture_note","error"
"340","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:49","76.1","78.0","77.0","1774","False","N/A","0","","",""
"341","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:49","77.7","89.0","77.0","1776","False","2026-05-19 20:38:41","40","","",""
"341","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:49","76.1","78.0","78.0","1763","False","N/A","0","","",""
"342","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:49","77.7","89.0","77.0","1783","False","2026-05-19 20:38:41","40","","",""
"342","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:49","76.1","78.0","78.0","1757","False","N/A","0","","",""
"343","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:49","77.7","89.0","77.0","1791","False","2026-05-19 20:38:41","40","","",""
"343","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:49","76.1","78.0","77.0","1776","False","N/A","0","","",""
"344","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:49","77.7","89.0","77.0","1793","False","2026-05-19 20:38:41","40","","",""
"344","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:49","76.1","78.0","77.0","1775","False","N/A","0","","",""
"345","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:49","77.7","89.0","77.0","1775","False","2026-05-19 20:38:41","40","","",""
"345","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:49","76.1","78.0","77.0","1786","False","N/A","0","","",""
"346","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:49","77.7","89.0","76.0","1795","False","2026-05-19 20:38:41","40","","",""
"346","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:49","76.1","78.0","77.0","1783","False","N/A","0","","",""
"347","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:49","77.7","89.0","77.0","1788","False","2026-05-19 20:38:41","40","","",""
"347","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:49","76.1","78.0","78.0","1763","False","N/A","0","","",""
"348","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:49","77.7","89.0","77.0","1776","False","2026-05-19 20:38:41","40","","",""
"348","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:49","76.1","78.0","77.0","1778","False","N/A","0","","",""
"349","2026-05-19 22:05:49","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:49","77.7","89.0","86.0","1569","False","2026-05-19 20:38:41","40","","",""
"349","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:49","76.1","78.0","77.0","1774","False","N/A","0","","",""
"350","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:49","77.7","89.0","77.0","1779","False","2026-05-19 20:38:41","40","","",""
"350","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:49","76.1","78.0","77.0","1776","False","N/A","0","","",""
"351","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:49","77.7","89.0","76.0","1797","False","2026-05-19 20:38:41","40","","",""
"351","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:49","76.1","78.0","78.0","1764","False","N/A","0","","",""
"352","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:49","77.7","89.0","77.0","1782","False","2026-05-19 20:38:41","40","","",""
"352","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:49","76.1","78.0","78.0","1767","False","N/A","0","","",""
"353","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:49","77.7","89.0","77.0","1777","False","2026-05-19 20:38:41","40","","",""
"353","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:49","76.1","78.0","77.0","1777","False","N/A","0","","",""
"354","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:49","77.7","89.0","77.0","1793","False","2026-05-19 20:38:41","40","","",""
"354","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:50","76.1","78.0","77.0","1774","False","N/A","0","","",""
"355","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:50","77.7","89.0","77.0","1781","False","2026-05-19 20:38:41","40","","",""
"355","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:50","76.1","78.0","78.0","1759","False","N/A","0","","",""
"356","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:50","77.7","89.0","77.0","1792","False","2026-05-19 20:38:41","40","","",""
"356","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:50","76.1","78.0","77.0","1776","False","N/A","0","","",""
"357","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:50","77.7","89.0","77.0","1776","False","2026-05-19 20:38:41","40","","",""
"357","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:50","76.1","78.0","78.0","1769","False","N/A","0","","",""
"358","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:50","77.7","89.0","77.0","1790","False","2026-05-19 20:38:41","40","","",""
"358","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:50","76.1","78.0","77.0","1779","False","N/A","0","","",""
"359","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:50","77.7","89.0","77.0","1787","False","2026-05-19 20:38:41","40","","",""
"359","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:50","76.1","78.0","77.0","1774","False","N/A","0","","",""
"360","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:50","77.7","89.0","77.0","1776","False","2026-05-19 20:38:41","40","","",""
"360","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:50","76.1","78.0","78.0","1766","False","N/A","0","","",""
"361","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:50","77.7","89.0","77.0","1787","False","2026-05-19 20:38:41","40","","",""
"361","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","balcony-scout-01","10.0.0.180","sensor-scout","28f4e6e3-5979-4af4-9753-34e185d8e47e","28f4e6e3-5979-4af4-9753-34e185d8e47e","True","DHT02","SM02","2026-05-19 22:05:50","76.1","78.0","77.0","1770","False","N/A","0","","",""
"362","2026-05-19 22:05:50","phase6k1_b3e1_40s_watering_response","post_watering_60_to_90_min","B3","B3E1","B3E1_fixed_pair_original_sensor_area","2026-05-19 20:36:09","2026-05-19 20:38:09","2026-05-19 20:38:49","40","installed-balcony-unit","10.0.0.200","controller","550e8400-e29b-41d4-a716-446655440000","550e8400-e29b-41d4-a716-446655440000","True","DHT01","SM01","2026-05-19 22:05:50","77.7","89.0","77.0","1786","False","2026-05-19 20:38:41","40","","",""
